split	en	bn
train	Where can I buy a cup of tea in the city center?	আমি শহরের কেন্দ্রে এক কাপ চা কোথায় কিনতে পারি?
train	My friend will finish the project at the weekend.	আমার বন্ধু সাপ্তাহিক ছুটিতে প্রকল্পটি শেষ করবে।
train	The shopkeeper packed three apples.	দোকানদার তিনটি আপেল প্যাক করেছে।
train	The shopkeeper packed five bottles.	দোকানদার পাঁচটি বোতল প্যাক করেছে।
train	Mina goes to the university every week.	মিনা প্রতি সপ্তাহে বিশ্ববিদ্যালয়ে যায়।
train	Rina can write clearly very well.	রিনা খুব ভালোভাবে স্পষ্টভাবে লিখতে পারে।
train	during the holiday, the family shares stories.	ছুটির সময় পরিবারটি গল্প ভাগাভাগি করে।
train	There is a kitchen in the window.	রান্নাঘরে একটি জানালা আছে।
train	The student repaired the bicycle this morning.	শিক্ষার্থী আজ সকালে সাইকেলটি মেরামত করেছে।
train	the farmer reads a short story every evening.	কৃষক প্রতিদিন সন্ধ্যায় একটি ছোটগল্প পড়ে।
train	Rina likes bananas.	রিনা কলা পছন্দ করে।
train	If it is sunny, we will stay at home.	যদি রোদ থাকে, আমরা বাড়িতে থাকব।
train	My friend will visit the library this evening.	আমার বন্ধু আজ সন্ধ্যায় গ্রন্থাগারে যাবে।
train	The umbrella is brown.	ছাতাটি বাদামি।
train	My friend will meet the teacher before noon.	আমার বন্ধু দুপুরের আগে শিক্ষকের সঙ্গে দেখা করবে।
train	my friend can write clearly very well.	আমার বন্ধু খুব ভালোভাবে স্পষ্টভাবে লিখতে পারে।
train	The student answered the question yesterday.	শিক্ষার্থী গতকাল প্রশ্নটির উত্তর দিয়েছে।
train	The pharmacy is school the to the left of.	ওষুধের দোকানটি স্কুলটির বাম পাশে।
train	My friend will visit the library at ten o'clock.	আমার বন্ধু দশটায় গ্রন্থাগারে যাবে।
train	The health worker explained healthy eating to the patient.	স্বাস্থ্যকর্মী রোগীকে স্বাস্থ্যকর খাদ্যাভ্যাস সম্পর্কে বুঝিয়ে বলেছেন।
train	The bicycle is red.	সাইকেলটি লাল।
train	The traveler goes to the city by bus.	ভ্রমণকারী শহরে বাসে যায়।
train	Where can I buy a notebook in the bus terminal?	আমি বাস টার্মিনালে একটি খাতা কোথায় কিনতে পারি?
train	the farmer likes vegetables.	কৃষক সবজি পছন্দ করে।
train	The student answered the question last week.	শিক্ষার্থী গত সপ্তাহে প্রশ্নটির উত্তর দিয়েছে।
train	My friend will prepare the documents tomorrow.	আমার বন্ধু আগামীকাল কাগজপত্র প্রস্তুত করবে।
train	If it becomes cooler, we will travel carefully.	যদি আবহাওয়া ঠান্ডা হয়, আমরা সাবধানে ভ্রমণ করব।
train	The student studies history after class.	শিক্ষার্থী ইতিহাস ক্লাসের পরে পড়ে।
train	The small Transformer is trained for English-to-Bangla translation.	ছোট ট্রান্সফরমারটি ইংরেজি থেকে বাংলা অনুবাদের জন্য প্রশিক্ষিত।
train	The shopkeeper packed eight apples.	দোকানদার আটটি আপেল প্যাক করেছে।
train	If it stops raining, we will carry an umbrella.	যদি বৃষ্টি থেমে যায়, আমরা ছাতা সঙ্গে নেব।
train	The student checked the results before lunch.	শিক্ষার্থী দুপুরের খাবারের আগে ফলাফলগুলো পরীক্ষা করেছে।
train	The student studies chemistry on Monday.	শিক্ষার্থী রসায়ন সোমবার পড়ে।
train	The scientist uses the computer to test the software.	বিজ্ঞানী কম্পিউটার ব্যবহার করে সফটওয়্যার পরীক্ষা করতে।
train	every afternoon, the family visits the grandparents.	প্রতিদিন বিকেলে পরিবারটি দাদা-দাদিকে দেখতে যায়।
train	There is a hall in the chair.	হলে একটি চেয়ার আছে।
train	If it is foggy, we will go to the park.	যদি কুয়াশা থাকে, আমরা পার্কে যাব।
train	The traveler goes to Sylhet by train.	ভ্রমণকারী সিলেটে ট্রেনে যায়।
train	The pharmacy is post office the to the right of.	ওষুধের দোকানটি ডাকঘরটির ডান পাশে।
train	Mina can solve puzzles very well.	মিনা খুব ভালোভাবে ধাঁধা সমাধান করতে পারে।
train	Where can I buy a train ticket in the university area?	আমি বিশ্ববিদ্যালয় এলাকায় একটি ট্রেনের টিকিট কোথায় কিনতে পারি?
train	If it stops raining, we will wear warm clothes.	যদি বৃষ্টি থেমে যায়, আমরা গরম কাপড় পরব।
train	Rina goes to the museum every week.	রিনা প্রতি সপ্তাহে জাদুঘরে যায়।
train	We measured generation quality for the training set.	আমরা প্রশিক্ষণ সেটের উৎপন্ন টেক্সটের মান পরিমাপ করেছি।
train	We measured training loss for the final checkpoint.	আমরা চূড়ান্ত চেকপয়েন্টের প্রশিক্ষণ লস পরিমাপ করেছি।
train	The therapist explained safe medicine use to the patient.	থেরাপিস্ট রোগীকে নিরাপদ ওষুধ ব্যবহার সম্পর্কে বুঝিয়ে বলেছেন।
train	every afternoon, the family cooks together.	প্রতিদিন বিকেলে পরিবারটি একসঙ্গে রান্না করে।
train	Please check the document this morning.	দয়া করে আজ সকালে নথিটি পরীক্ষা করুন।
train	The counselor explained first aid to the patient.	পরামর্শদাতা রোগীকে প্রাথমিক চিকিৎসা সম্পর্কে বুঝিয়ে বলেছেন।
train	If it becomes cooler, we will drink more water.	যদি আবহাওয়া ঠান্ডা হয়, আমরা আরও পানি পান করব।
train	There is a kitchen in the table.	রান্নাঘরে একটি টেবিল আছে।
train	every evening, the family walks in the park.	প্রতিদিন সন্ধ্যায় পরিবারটি পার্কে হাঁটে।
train	Karim can draw pictures very well.	করিম খুব ভালোভাবে ছবি আঁকতে পারে।
train	Where can I buy a cup of tea in the bus terminal?	আমি বাস টার্মিনালে এক কাপ চা কোথায় কিনতে পারি?
train	The pharmacy is station the to the left of.	ওষুধের দোকানটি স্টেশনটির বাম পাশে।
train	Rahim likes chicken.	রহিম মুরগির মাংস পছন্দ করে।
train	The language model is trained for sentiment analysis.	ভাষা মডেলটি অনুভূতি বিশ্লেষণের জন্য প্রশিক্ষিত।
train	The traveler goes to Cumilla by metro.	ভ্রমণকারী কুমিল্লায় মেট্রোতে যায়।
train	The traveler goes to Rajshahi by train.	ভ্রমণকারী রাজশাহীতে ট্রেনে যায়।
train	Where can I buy some medicine in the shopping mall?	আমি শপিং মলে কিছু ওষুধ কোথায় কিনতে পারি?
train	My friend will join the class at ten o'clock.	আমার বন্ধু দশটায় ক্লাসে যোগ দেবে।
train	The therapist explained routine checkups to the patient.	থেরাপিস্ট রোগীকে নিয়মিত স্বাস্থ্য পরীক্ষা সম্পর্কে বুঝিয়ে বলেছেন।
train	The counselor explained regular exercise to the patient.	পরামর্শদাতা রোগীকে নিয়মিত ব্যায়াম সম্পর্কে বুঝিয়ে বলেছেন।
train	The student studies mathematics at night.	শিক্ষার্থী গণিত রাতে পড়ে।
train	my sister can play football very well.	আমার বোন খুব ভালোভাবে ফুটবল খেলতে পারে।
train	The shopkeeper packed six books.	দোকানদার ছয়টি বই প্যাক করেছে।
train	The encoder-decoder model is trained for question answering.	এনকোডার-ডিকোডার মডেলটি প্রশ্নোত্তরের জন্য প্রশিক্ষিত।
train	The student studies Bangla during the weekend.	শিক্ষার্থী বাংলা সাপ্তাহিক ছুটিতে পড়ে।
train	the doctor likes bread.	ডাক্তার রুটি পছন্দ করে।
train	the doctor reads a short story every evening.	ডাক্তার প্রতিদিন সন্ধ্যায় একটি ছোটগল্প পড়ে।
train	If it remains clear, we will go to the park.	যদি আকাশ পরিষ্কার থাকে, আমরা পার্কে যাব।
train	on Friday, the family watches a movie.	শুক্রবার পরিবারটি একটি সিনেমা দেখে।
train	The shopkeeper packed seven toys.	দোকানদার সাতটি খেলনা প্যাক করেছে।
train	The student studies biology in the afternoon.	শিক্ষার্থী জীববিজ্ঞান বিকেলে পড়ে।
train	My friend will buy some groceries at ten o'clock.	আমার বন্ধু দশটায় কিছু মুদি পণ্য কিনবে।
train	my sister likes coffee.	আমার বোন কফি পছন্দ করে।
train	There is a living room in the lamp.	বসার ঘরে একটি বাতি আছে।
train	The language model is trained for English-to-Bangla translation.	ভাষা মডেলটি ইংরেজি থেকে বাংলা অনুবাদের জন্য প্রশিক্ষিত।
train	If it is sunny, we will visit the market.	যদি রোদ থাকে, আমরা বাজারে যাব।
train	If it remains clear, we will carry an umbrella.	যদি আকাশ পরিষ্কার থাকে, আমরা ছাতা সঙ্গে নেব।
train	Rina can speak English very well.	রিনা খুব ভালোভাবে ইংরেজি বলতে পারে।
train	my brother can organize events very well.	আমার ভাই খুব ভালোভাবে অনুষ্ঠান আয়োজন করতে পারে।
train	The shirt is green.	শার্টটি সবুজ।
train	Please write your name before class.	দয়া করে ক্লাসের আগে আপনার নাম লিখুন।
train	Mina goes to the market every week.	মিনা প্রতি সপ্তাহে বাজারে যায়।
train	The small Transformer is trained for Bangla-to-English translation.	ছোট ট্রান্সফরমারটি বাংলা থেকে ইংরেজি অনুবাদের জন্য প্রশিক্ষিত।
train	The student studies English during the weekend.	শিক্ষার্থী ইংরেজি সাপ্তাহিক ছুটিতে পড়ে।
train	The scientist uses the computer to analyze data.	বিজ্ঞানী কম্পিউটার ব্যবহার করে ডেটা বিশ্লেষণ করতে।
train	The designer uses the computer to store information.	ডিজাইনার কম্পিউটার ব্যবহার করে তথ্য সংরক্ষণ করতে।
train	The shopkeeper packed ten books.	দোকানদার দশটি বই প্যাক করেছে।
train	Please save the file one more time.	দয়া করে আরেকবার ফাইলটি সংরক্ষণ করুন।
train	The pharmacy is post office the within walking distance of.	ওষুধের দোকানটি ডাকঘরটির হাঁটা দূরত্বের মধ্যে।
train	Mina goes to the station every week.	মিনা প্রতি সপ্তাহে স্টেশনে যায়।
train	the student reads an article every evening.	শিক্ষার্থী প্রতিদিন সন্ধ্যায় একটি নিবন্ধ পড়ে।
train	The shopkeeper packed two boxes.	দোকানদার দুটি বাক্স প্যাক করেছে।
train	Where can I buy a notebook in this neighborhood?	আমি এই এলাকায় একটি খাতা কোথায় কিনতে পারি?
train	There is a laboratory in the computer.	গবেষণাগারে একটি কম্পিউটার আছে।
train	on Monday, the family watches a movie.	সোমবার পরিবারটি একটি সিনেমা দেখে।
train	The nurse explained healthy eating to the patient.	নার্স রোগীকে স্বাস্থ্যকর খাদ্যাভ্যাস সম্পর্কে বুঝিয়ে বলেছেন।
train	The student repaired the bicycle last week.	শিক্ষার্থী গত সপ্তাহে সাইকেলটি মেরামত করেছে।
train	The shopkeeper packed two pens.	দোকানদার দুটি কলম প্যাক করেছে।
train	The student completed the assignment at noon.	শিক্ষার্থী দুপুরে অ্যাসাইনমেন্টটি সম্পন্ন করেছে।
train	my brother can cook rice very well.	আমার ভাই খুব ভালোভাবে ভাত রান্না করতে পারে।
train	The neural network is trained for English-to-Bangla translation.	নিউরাল নেটওয়ার্কটি ইংরেজি থেকে বাংলা অনুবাদের জন্য প্রশিক্ষিত।
train	The compact model is trained for question answering.	কমপ্যাক্ট মডেলটি প্রশ্নোত্তরের জন্য প্রশিক্ষিত।
train	The student studies physics in the evening.	শিক্ষার্থী পদার্থবিজ্ঞান সন্ধ্যায় পড়ে।
train	my sister reads a magazine every evening.	আমার বোন প্রতিদিন সন্ধ্যায় একটি সাময়িকী পড়ে।
train	The dentist explained drinking water to the patient.	দন্তচিকিৎসক রোগীকে পানি পান সম্পর্কে বুঝিয়ে বলেছেন।
train	every afternoon, the family watches a movie.	প্রতিদিন বিকেলে পরিবারটি একটি সিনেমা দেখে।
train	The student visited the museum this morning.	শিক্ষার্থী আজ সকালে জাদুঘরটি ঘুরে দেখেছে।
train	The traveler goes to Chattogram by train.	ভ্রমণকারী চট্টগ্রামে ট্রেনে যায়।
train	There is a bedroom in the window.	শোবার ঘরে একটি জানালা আছে।
train	after class, the family plans the next week.	ক্লাসের পরে পরিবারটি পরের সপ্তাহের পরিকল্পনা করে।
train	The student repaired the bicycle in the evening.	শিক্ষার্থী সন্ধ্যায় সাইকেলটি মেরামত করেছে।
train	The student sent the email yesterday.	শিক্ষার্থী গতকাল ইমেইলটি পাঠিয়েছে।
train	the farmer reads a poem every evening.	কৃষক প্রতিদিন সন্ধ্যায় একটি কবিতা পড়ে।
train	The therapist explained hand hygiene to the patient.	থেরাপিস্ট রোগীকে হাতের পরিচ্ছন্নতা সম্পর্কে বুঝিয়ে বলেছেন।
train	The pharmacy is post office the behind.	ওষুধের দোকানটি ডাকঘরটির পেছনে।
train	Please wait for the teacher after lunch.	দয়া করে দুপুরের খাবারের পরে শিক্ষকের জন্য অপেক্ষা করুন।
train	There is a waiting room in the cabinet.	অপেক্ষাকক্ষে একটি আলমারি আছে।
train	The shopkeeper packed one packages.	দোকানদার একটি প্যাকেট প্যাক করেছে।
train	The traveler goes to Chattogram by motorcycle.	ভ্রমণকারী চট্টগ্রামে মোটরসাইকেলে যায়।
train	The researcher uses the computer to analyze data.	গবেষক কম্পিউটার ব্যবহার করে ডেটা বিশ্লেষণ করতে।
train	my brother likes coffee.	আমার ভাই কফি পছন্দ করে।
train	We measured parameter count for the small model.	আমরা ছোট মডেলের প্যারামিটারের সংখ্যা পরিমাপ করেছি।
train	Please save the file this morning.	দয়া করে আজ সকালে ফাইলটি সংরক্ষণ করুন।
train	If it rains, we will drink more water.	যদি বৃষ্টি হয়, আমরা আরও পানি পান করব।
train	The analyst uses the computer to store information.	বিশ্লেষক কম্পিউটার ব্যবহার করে তথ্য সংরক্ষণ করতে।
train	my sister reads a science book every evening.	আমার বোন প্রতিদিন সন্ধ্যায় একটি বিজ্ঞানের বই পড়ে।
train	The nutritionist explained healthy eating to the patient.	পুষ্টিবিদ রোগীকে স্বাস্থ্যকর খাদ্যাভ্যাস সম্পর্কে বুঝিয়ে বলেছেন।
train	the student likes vegetables.	শিক্ষার্থী সবজি পছন্দ করে।
train	If it stops raining, we will stay at home.	যদি বৃষ্টি থেমে যায়, আমরা বাড়িতে থাকব।
train	Rina reads a novel every evening.	রিনা প্রতিদিন সন্ধ্যায় একটি উপন্যাস পড়ে।
train	Where can I buy fresh vegetables in the airport?	আমি বিমানবন্দরে তাজা সবজি কোথায় কিনতে পারি?
train	Mina can explain lessons very well.	মিনা খুব ভালোভাবে পাঠ বুঝিয়ে বলতে পারে।
train	The baseline model is trained for English-to-Bangla translation.	বেসলাইন মডেলটি ইংরেজি থেকে বাংলা অনুবাদের জন্য প্রশিক্ষিত।
train	Rahim reads a science book every evening.	রহিম প্রতিদিন সন্ধ্যায় একটি বিজ্ঞানের বই পড়ে।
train	my brother can explain lessons very well.	আমার ভাই খুব ভালোভাবে পাঠ বুঝিয়ে বলতে পারে।
train	The student uses the computer to create a report.	শিক্ষার্থী কম্পিউটার ব্যবহার করে একটি প্রতিবেদন তৈরি করতে।
train	The experimental model is trained for English-to-Bangla translation.	পরীক্ষামূলক মডেলটি ইংরেজি থেকে বাংলা অনুবাদের জন্য প্রশিক্ষিত।
train	The shopkeeper packed one apples.	দোকানদার একটি আপেল প্যাক করেছে।
train	The shopkeeper packed five books.	দোকানদার পাঁচটি বই প্যাক করেছে।
train	Where can I buy some medicine in this neighborhood?	আমি এই এলাকায় কিছু ওষুধ কোথায় কিনতে পারি?
train	The student answered the question during the break.	শিক্ষার্থী বিরতির সময় প্রশ্নটির উত্তর দিয়েছে।
train	the young athlete can draw pictures very well.	তরুণ খেলোয়াড় খুব ভালোভাবে ছবি আঁকতে পারে।
train	The compact model is trained for sentiment analysis.	কমপ্যাক্ট মডেলটি অনুভূতি বিশ্লেষণের জন্য প্রশিক্ষিত।
train	Rina reads a textbook every evening.	রিনা প্রতিদিন সন্ধ্যায় একটি পাঠ্যবই পড়ে।
train	There is a bedroom in the clock.	শোবার ঘরে একটি ঘড়ি আছে।
train	my sister goes to the library every week.	আমার বোন প্রতি সপ্তাহে গ্রন্থাগারে যায়।
train	The bag is white.	ব্যাগটি সাদা।
train	We measured validation loss for the first experiment.	আমরা প্রথম পরীক্ষার ভ্যালিডেশন লস পরিমাপ করেছি।
train	The student studies Bangla in the morning.	শিক্ষার্থী বাংলা সকালে পড়ে।
train	after class, the family cleans the house.	ক্লাসের পরে পরিবারটি বাড়ি পরিষ্কার করে।
train	my brother goes to the station every week.	আমার ভাই প্রতি সপ্তাহে স্টেশনে যায়।
train	The student studies Bangla on Monday.	শিক্ষার্থী বাংলা সোমবার পড়ে।
train	The dentist explained proper sleep to the patient.	দন্তচিকিৎসক রোগীকে পর্যাপ্ত ঘুম সম্পর্কে বুঝিয়ে বলেছেন।
train	The pharmacy is station the south of.	ওষুধের দোকানটি স্টেশনটির দক্ষিণে।
train	My friend will travel to the city at ten o'clock.	আমার বন্ধু দশটায় শহরে যাবে।
train	Rahim goes to the office every week.	রহিম প্রতি সপ্তাহে অফিসে যায়।
train	The traveler goes to Cumilla by bus.	ভ্রমণকারী কুমিল্লায় বাসে যায়।
train	the student likes mangoes.	শিক্ষার্থী আম পছন্দ করে।
train	The traveler goes to Khulna by boat.	ভ্রমণকারী খুলনায় নৌকায় যায়।
train	during the holiday, the family walks in the park.	ছুটির সময় পরিবারটি পার্কে হাঁটে।
train	The traveler goes to Cumilla by train.	ভ্রমণকারী কুমিল্লায় ট্রেনে যায়।
train	my brother likes soup.	আমার ভাই স্যুপ পছন্দ করে।
train	Where can I buy a bottle of water in this neighborhood?	আমি এই এলাকায় এক বোতল পানি কোথায় কিনতে পারি?
train	The baseline model is trained for text summarization.	বেসলাইন মডেলটি টেক্সট সারসংক্ষেপের জন্য প্রশিক্ষিত।
train	every evening, the family plays indoor games.	প্রতিদিন সন্ধ্যায় পরিবারটি ঘরের ভেতর খেলা করে।
train	Rahim reads a history book every evening.	রহিম প্রতিদিন সন্ধ্যায় একটি ইতিহাসের বই পড়ে।
train	Mina likes mangoes.	মিনা আম পছন্দ করে।
train	Please answer the question when you are ready.	দয়া করে আপনি প্রস্তুত হলে প্রশ্নটির উত্তর দিন।
train	The developer uses the computer to prepare a presentation.	ডেভেলপার কম্পিউটার ব্যবহার করে একটি উপস্থাপনা প্রস্তুত করতে।
train	The shopkeeper packed one boxes.	দোকানদার একটি বাক্স প্যাক করেছে।
train	If it becomes cooler, we will wear warm clothes.	যদি আবহাওয়া ঠান্ডা হয়, আমরা গরম কাপড় পরব।
train	The pharmacist explained proper sleep to the patient.	ফার্মাসিস্ট রোগীকে পর্যাপ্ত ঘুম সম্পর্কে বুঝিয়ে বলেছেন।
train	The student repaired the bicycle last night.	শিক্ষার্থী গত রাতে সাইকেলটি মেরামত করেছে।
train	during the weekend, the family watches a movie.	সাপ্তাহিক ছুটিতে পরিবারটি একটি সিনেমা দেখে।
train	The designer uses the computer to train a model.	ডিজাইনার কম্পিউটার ব্যবহার করে একটি মডেল প্রশিক্ষণ দিতে।
train	the teacher reads a science book every evening.	শিক্ষক প্রতিদিন সন্ধ্যায় একটি বিজ্ঞানের বই পড়ে।
train	Please write your name when you are ready.	দয়া করে আপনি প্রস্তুত হলে আপনার নাম লিখুন।
train	my sister likes bananas.	আমার বোন কলা পছন্দ করে।
train	If it rains, we will stay at home.	যদি বৃষ্টি হয়, আমরা বাড়িতে থাকব।
train	Please answer the question carefully.	দয়া করে সাবধানে প্রশ্নটির উত্তর দিন।
train	The traveler goes to Chattogram by bus.	ভ্রমণকারী চট্টগ্রামে বাসে যায়।
train	Rahim likes coffee.	রহিম কফি পছন্দ করে।
train	the student likes fish.	শিক্ষার্থী মাছ পছন্দ করে।
train	The pharmacy is bank the north of.	ওষুধের দোকানটি ব্যাংকটির উত্তরে।
train	The student uses the computer to write code.	শিক্ষার্থী কম্পিউটার ব্যবহার করে কোড লিখতে।
train	Rina likes mangoes.	রিনা আম পছন্দ করে।
train	Rina reads a history book every evening.	রিনা প্রতিদিন সন্ধ্যায় একটি ইতিহাসের বই পড়ে।
train	The surgeon explained routine checkups to the patient.	সার্জন রোগীকে নিয়মিত স্বাস্থ্য পরীক্ষা সম্পর্কে বুঝিয়ে বলেছেন।
train	The student studies physics on Wednesday.	শিক্ষার্থী পদার্থবিজ্ঞান বুধবার পড়ে।
train	Rahim likes bread.	রহিম রুটি পছন্দ করে।
train	The traveler goes to the city by taxi.	ভ্রমণকারী শহরে ট্যাক্সিতে যায়।
train	Where can I buy fresh vegetables in the shopping mall?	আমি শপিং মলে তাজা সবজি কোথায় কিনতে পারি?
train	The doctor explained proper sleep to the patient.	ডাক্তার রোগীকে পর্যাপ্ত ঘুম সম্পর্কে বুঝিয়ে বলেছেন।
train	The counselor explained healthy eating to the patient.	পরামর্শদাতা রোগীকে স্বাস্থ্যকর খাদ্যাভ্যাস সম্পর্কে বুঝিয়ে বলেছেন।
train	The dentist explained regular exercise to the patient.	দন্তচিকিৎসক রোগীকে নিয়মিত ব্যায়াম সম্পর্কে বুঝিয়ে বলেছেন।
train	The student studies English in the evening.	শিক্ষার্থী ইংরেজি সন্ধ্যায় পড়ে।
train	The cup is purple.	কাপটি বেগুনি।
train	Please bring a notebook before class.	দয়া করে ক্লাসের আগে একটি খাতা আনুন।
train	The book is blue.	বইটি নীল।
train	The student completed the assignment this morning.	শিক্ষার্থী আজ সকালে অ্যাসাইনমেন্টটি সম্পন্ন করেছে।
train	The student studies Bangla on Friday.	শিক্ষার্থী বাংলা শুক্রবার পড়ে।
train	Karim likes fish.	করিম মাছ পছন্দ করে।
train	We measured validation loss for the final checkpoint.	আমরা চূড়ান্ত চেকপয়েন্টের ভ্যালিডেশন লস পরিমাপ করেছি।
train	The student studies geography in the afternoon.	শিক্ষার্থী ভূগোল বিকেলে পড়ে।
train	the student reads a textbook every evening.	শিক্ষার্থী প্রতিদিন সন্ধ্যায় একটি পাঠ্যবই পড়ে।
train	Mina goes to the village every week.	মিনা প্রতি সপ্তাহে গ্রামে যায়।
train	Where can I buy a mobile charger in the city center?	আমি শহরের কেন্দ্রে একটি মোবাইল চার্জার কোথায় কিনতে পারি?
train	Please wait for the teacher now.	দয়া করে এখন শিক্ষকের জন্য অপেক্ষা করুন।
train	There is a office in the telephone.	অফিসে একটি টেলিফোন আছে।
train	during the weekend, the family plays indoor games.	সাপ্তাহিক ছুটিতে পরিবারটি ঘরের ভেতর খেলা করে।
train	The shopkeeper packed one shirts.	দোকানদার একটি শার্ট প্যাক করেছে।
train	The traveler goes to the river port by taxi.	ভ্রমণকারী নদীবন্দরে ট্যাক্সিতে যায়।
train	Rahim reads a poem every evening.	রহিম প্রতিদিন সন্ধ্যায় একটি কবিতা পড়ে।
train	The student studies economics during the weekend.	শিক্ষার্থী অর্থনীতি সাপ্তাহিক ছুটিতে পড়ে।
train	The pharmacy is post office the near.	ওষুধের দোকানটি ডাকঘরটির কাছে।
train	Where can I buy a notebook in the university area?	আমি বিশ্ববিদ্যালয় এলাকায় একটি খাতা কোথায় কিনতে পারি?
train	The physiotherapist explained regular exercise to the patient.	ফিজিওথেরাপিস্ট রোগীকে নিয়মিত ব্যায়াম সম্পর্কে বুঝিয়ে বলেছেন।
train	on Monday, the family visits the grandparents.	সোমবার পরিবারটি দাদা-দাদিকে দেখতে যায়।
train	My friend will travel to the city next Monday.	আমার বন্ধু আগামী সোমবার শহরে যাবে।
train	The traveler goes to the city by airplane.	ভ্রমণকারী শহরে বিমানে যায়।
train	the teacher reads a short story every evening.	শিক্ষক প্রতিদিন সন্ধ্যায় একটি ছোটগল্প পড়ে।
train	The baseline model is trained for language identification.	বেসলাইন মডেলটি ভাষা শনাক্তকরণের জন্য প্রশিক্ষিত।
train	The traveler goes to the river port by motorcycle.	ভ্রমণকারী নদীবন্দরে মোটরসাইকেলে যায়।
train	The kite is purple.	ঘুড়িটি বেগুনি।
train	after class, the family watches a movie.	ক্লাসের পরে পরিবারটি একটি সিনেমা দেখে।
train	Where can I buy a train ticket in the market?	আমি বাজারে একটি ট্রেনের টিকিট কোথায় কিনতে পারি?
train	The car is yellow.	গাড়িটি হলুদ।
train	The student studies history before class.	শিক্ষার্থী ইতিহাস ক্লাসের আগে পড়ে।
train	If it remains clear, we will visit the market.	যদি আকাশ পরিষ্কার থাকে, আমরা বাজারে যাব।
train	The student sent the email in the evening.	শিক্ষার্থী সন্ধ্যায় ইমেইলটি পাঠিয়েছে।
train	The student planted a tree on Monday.	শিক্ষার্থী সোমবার একটি গাছ লাগিয়েছে।
train	The developer uses the computer to analyze data.	ডেভেলপার কম্পিউটার ব্যবহার করে ডেটা বিশ্লেষণ করতে।
train	We measured accuracy for the first experiment.	আমরা প্রথম পরীক্ষার নির্ভুলতা পরিমাপ করেছি।
train	The small Transformer is trained for question answering.	ছোট ট্রান্সফরমারটি প্রশ্নোত্তরের জন্য প্রশিক্ষিত।
train	The student completed the assignment yesterday.	শিক্ষার্থী গতকাল অ্যাসাইনমেন্টটি সম্পন্ন করেছে।
train	The bicycle is black.	সাইকেলটি কালো।
train	The shopkeeper packed three toys.	দোকানদার তিনটি খেলনা প্যাক করেছে।
train	during the holiday, the family listens to music.	ছুটির সময় পরিবারটি গান শোনে।
train	The student prepared breakfast on Monday.	শিক্ষার্থী সোমবার সকালের নাশতা তৈরি করেছে।
train	on Friday, the family visits the grandparents.	শুক্রবার পরিবারটি দাদা-দাদিকে দেখতে যায়।
train	The shopkeeper packed one pens.	দোকানদার একটি কলম প্যাক করেছে।
train	the farmer likes rice.	কৃষক ভাত পছন্দ করে।
train	Rina goes to the office every week.	রিনা প্রতি সপ্তাহে অফিসে যায়।
train	The nurse explained stress management to the patient.	নার্স রোগীকে মানসিক চাপ নিয়ন্ত্রণ সম্পর্কে বুঝিয়ে বলেছেন।
train	The pharmacy is bank the to the left of.	ওষুধের দোকানটি ব্যাংকটির বাম পাশে।
train	The surgeon explained drinking water to the patient.	সার্জন রোগীকে পানি পান সম্পর্কে বুঝিয়ে বলেছেন।
train	during the holiday, the family watches a movie.	ছুটির সময় পরিবারটি একটি সিনেমা দেখে।
train	Where can I buy a train ticket in the station?	আমি স্টেশনে একটি ট্রেনের টিকিট কোথায় কিনতে পারি?
train	Where can I buy fresh vegetables in the university area?	আমি বিশ্ববিদ্যালয় এলাকায় তাজা সবজি কোথায় কিনতে পারি?
train	during the holiday, the family cleans the house.	ছুটির সময় পরিবারটি বাড়ি পরিষ্কার করে।
train	If it is windy, we will play outside.	যদি বাতাস থাকে, আমরা বাইরে খেলব।
train	The traveler goes to the river port by train.	ভ্রমণকারী নদীবন্দরে ট্রেনে যায়।
train	The pharmacy is park the south of.	ওষুধের দোকানটি পার্কটির দক্ষিণে।
train	Mina goes to school every week.	মিনা প্রতি সপ্তাহে স্কুলে যায়।
train	The student studies geography after class.	শিক্ষার্থী ভূগোল ক্লাসের পরে পড়ে।
train	The student studies economics in the evening.	শিক্ষার্থী অর্থনীতি সন্ধ্যায় পড়ে।
train	The shopkeeper packed ten toys.	দোকানদার দশটি খেলনা প্যাক করেছে।
train	The student studies chemistry during the weekend.	শিক্ষার্থী রসায়ন সাপ্তাহিক ছুটিতে পড়ে।
train	There is a classroom in the cabinet.	শ্রেণিকক্ষে একটি আলমারি আছে।
train	every night, the family cleans the house.	প্রতি রাতে পরিবারটি বাড়ি পরিষ্কার করে।
train	The physiotherapist explained routine checkups to the patient.	ফিজিওথেরাপিস্ট রোগীকে নিয়মিত স্বাস্থ্য পরীক্ষা সম্পর্কে বুঝিয়ে বলেছেন।
train	The student cleaned the room in the evening.	শিক্ষার্থী সন্ধ্যায় ঘরটি পরিষ্কার করেছে।
train	The shopkeeper packed seven bottles.	দোকানদার সাতটি বোতল প্যাক করেছে।
train	If it is cloudy, we will cancel the picnic.	যদি আকাশ মেঘলা থাকে, আমরা বনভোজন বাতিল করব।
train	the student goes to the village every week.	শিক্ষার্থী প্রতি সপ্তাহে গ্রামে যায়।
train	The student prepared breakfast last week.	শিক্ষার্থী গত সপ্তাহে সকালের নাশতা তৈরি করেছে।
